Close,High,Low,Open,Volume,BTC_Close,BTC_High,BTC_Low,BTC_Open,BTC_Volume,Close_Lag1,Close_Lag2,Close_Lag3,Return_1D,MA5,MA10,MA20,Volatility_5D,Volatility_10D,RSI,MACD,MACD_Signal,BTC_Return_1D,BTC_MA5,BTC_MA10,BTC_Volatility_5D,Target_Price,Target_Return,Target_Direction
25.0,25.700000762939453,24.25,24.950000762939453,242040.0,42909.40234375,45812.45703125,42367.83203125,43488.05859375,56187365084,25.049999237060547,27.950000762939453,27.950000762939453,-0.001995977588157949,26.780000305175783,27.74000015258789,29.96250057220459,1.6021866304840546,1.9592802222133607,31.67622173112447,-2.515492487259827,-2.2793551688112714,-0.014426855146374762,45908.7390625,49920.7109375,2802.6071428906325,24.149999618530273,-0.03400001525878904,0
24.149999618530273,24.299999237060547,21.549999237060547,21.799999237060547,443580.0,37002.44140625,43546.1171875,30681.49609375,42944.9765625,126358098747,25.0,25.049999237060547,27.950000762939453,-0.03400001525878904,26.020000076293947,27.060000038146974,29.47500047683716,1.7977770159765245,1.9005557450998312,30.03732057682788,-2.6399483686701863,-2.3514738087830542,-0.13766122609163733,43333.1203125,47797.7234375,3930.5324446620793,24.899999618530273,0.031055901111672224,1
24.899999618530273,26.399999618530273,24.299999237060547,25.200000762939453,220980.0,40782.73828125,42462.984375,35050.6171875,36753.66796875,88281943359,24.149999618530273,25.0,25.049999237060547,0.031055901111672224,25.40999984741211,26.664999961853027,29.012500381469728,1.466032552115835,1.8976669665382457,33.3157762275094,-2.6475425963430297,-2.4106875662950493,0.10216344466291027,42137.63046875,46290.017578125,3514.613078252775,23.899999618530273,-0.04016064318554491,0
23.899999618530273,26.549999237060547,23.649999618530273,25.200000762939453,305180.0,37304.69140625,42172.171875,33616.453125,40596.94921875,82051616861,24.899999618530273,24.149999618530273,25.0,-0.04016064318554491,24.599999618530273,26.244999885559082,28.500000286102296,0.5350233550634478,2.0064412746180946,31.215408565952018,-2.70309314399163,-2.4691686818343657,-0.08528232829817228,40307.35703125,44350.029296875,3056.509225826859,23.899999618530273,0.0,0
23.899999618530273,26.549999237060547,23.649999618530273,25.200000762939453,305180.0,37536.6328125,38831.0546875,35383.68359375,37371.03125,57377273240,23.899999618530273,24.899999618530273,24.149999618530273,0.0,24.36999969482422,25.654999923706054,27.987500190734863,0.540370354630055,1.6869520710356514,31.215408565952018,-2.7158111725597145,-2.518497179979436,0.006217486259949112,39107.18125,43188.6390625,2617.7231734826914,23.899999618530273,0.0,0
23.899999618530273,26.549999237060547,23.649999618530273,25.200000762939453,305180.0,34770.58203125,38289.21875,31227.33984375,37531.44921875,78469274361,23.899999618530273,23.899999618530273,24.899999618530273,0.0,24.149999618530273,25.464999961853028,27.53750009536743,0.43301270189224084,1.7735797768917818,31.215408565952018,-2.694826024884456,-2.55376294896044,-0.0736893688644572,37479.4171875,41694.078125,2151.2221395305933,23.899999618530273,0.0,0
23.899999618530273,26.549999237060547,23.649999618530273,25.200000762939453,305180.0,38705.98046875,39835.140625,34551.08203125,34700.36328125,67359584098,23.899999618530273,23.899999618530273,23.899999618530273,0.0,24.099999618530273,25.059999847412108,27.185000038146974,0.44721359549997874,1.5966636461775197,31.215408565952018,-2.647674401778378,-2.572545239524028,0.11318183957815453,37820.125,40576.62265625,2191.322049240217,25.649999618530273,0.07322175849087387,1
25.649999618530273,26.049999237060547,24.350000381469727,25.0,230620.0,38402.22265625,39776.3515625,36581.4296875,38795.78125,56211915803,23.899999618530273,23.899999618530273,23.899999618530273,0.07322175849087387,24.249999618530275,24.829999732971192,26.917500019073486,0.7826237921249259,1.26539440943948,40.103769113849026,-2.440958179666456,-2.546227827552514,-0.007847826326095597,37344.021875,39740.826171875,1552.0920231210841,26.25,0.023391828085497002,1
26.25,27.100000381469727,25.850000381469727,26.450000762939453,158940.0,39294.19921875,40782.078125,37905.8359375,38392.625,51346735160,25.649999618530273,23.899999618530273,23.899999618530273,0.023391828085497002,24.719999694824217,24.659999656677247,26.792500019073486,1.1426943125019786,0.843537602068124,42.83140371442016,-2.20332056006362,-2.477646374054735,0.023227211885217036,37741.9234375,39024.640234375,1778.0589917131829,27.399999618530273,0.04380950927734384,1
27.399999618530273,27.600000381469727,26.299999237060547,27.600000381469727,164580.0,38436.96875,40379.6171875,37247.90234375,39316.890625,43210968721,26.25,25.649999618530273,23.899999618530273,0.04380950927734384,25.41999969482422,24.894999694824218,26.614999961853027,1.5234008527994085,1.2113927298724425,47.74340692367885,-1.9002903123431558,-2.362175161712419,-0.021815700174415475,37921.990625,38514.5859375,1797.5537472974859,24.5,-0.10583940360966426,0
24.5,27.25,24.450000762939453,27.149999618530273,241100.0,35697.60546875,38856.96875,34779.0390625,38507.08203125,55200191952,27.399999618530273,26.25,25.649999618530273,-0.10583940360966426,25.539999771118165,24.844999694824217,26.292499923706053,1.3916716340637032,1.2168835792353845,38.71071439459061,-1.8725567224467063,-2.264251473859277,-0.07126897282320166,38107.3953125,37793.40625,1393.6854564016635,24.5,0.0,0
24.5,27.25,24.450000762939453,27.149999618530273,241100.0,34616.06640625,37234.5,33693.9296875,35684.15625,45231013335,24.5,27.399999618530273,26.25,0.0,25.65999984741211,24.879999732971193,25.969999885559083,1.2315639122793136,1.1995832825236443,38.71071439459061,-1.8294884486253125,-2.177298868812484,-0.03029724398312339,37289.4125,37554.76875,2015.8763937893723,24.5,0.0,0
24.5,27.25,24.450000762939453,27.149999618530273,241100.0,35678.12890625,36400.66796875,33520.73828125,34607.40625,31646080921,24.5,24.5,27.399999618530273,0.0,25.429999923706056,24.839999771118165,25.752499866485596,1.3367870526947616,1.2054966840613026,38.71071439459061,-1.7748966278407359,-2.0968184206181344,0.03068120125307594,36744.59375,37044.3078125,2008.0327166175562,24.799999237060547,0.012244866818797773,1
24.799999237060547,25.399999618530273,24.399999618530273,24.649999618530273,80940.0,37332.85546875,37468.25,34241.9453125,35658.59375,39009847639,24.5,24.5,24.5,0.012244866818797773,25.139999771118163,24.92999973297119,25.587499809265136,1.2700392508261433,1.1602681740810978,40.173148241546684,-1.6879669530122037,-2.0150481270969482,0.04637929771620186,36352.325,37047.12421875,1516.9847977451784,24.200000762939453,-0.024193487604002417,0
24.200000762939453,25.25,24.149999618530273,25.0,153740.0,36684.92578125,37896.734375,35787.0859375,37293.79296875,34639423297,24.799999237060547,24.5,24.5,-0.024193487604002417,24.5,24.95999984741211,25.307499885559082,0.21213149487629912,1.1342642409119363,38.209439743568936,-1.6484866934267188,-1.9417358403629024,-0.017355481635803582,36001.91640625,36961.953515625,1043.542561274419,25.600000381469727,0.05785122208236748,1
25.600000381469727,25.850000381469727,24.450000762939453,24.75,199840.0,37575.1796875,38231.33984375,35966.30859375,36699.921875,33070867190,24.200000762939453,24.799999237060547,24.5,0.05785122208236748,24.720000076293946,25.129999923706055,25.29749994277954,0.5357237524743158,1.0840253304168805,44.96889697834993,-1.4870878117214126,-1.8508062346346046,0.02426756732611457,36377.43125,37242.41328125,1228.1510009796384,24.549999237060547,-0.041015669092302476,0
24.549999237060547,25.75,24.399999618530273,25.450000762939453,141820.0,39208.765625,39478.953125,37243.97265625,37599.41015625,35460750427,25.600000381469727,24.200000762939453,24.799999237060547,-0.041015669092302476,24.729999923706053,25.19499988555908,25.127499866485596,0.5310367272821245,1.0196539907807867,41.31818580917357,-1.4274496018285703,-1.766134908073398,0.043475133082156336,37295.97109375,37292.691796875,1297.0052556086616,23.850000381469727,-0.028513192559863954,0
23.850000381469727,24.600000381469727,23.5,24.549999237060547,153920.0,36894.40625,39242.484375,35717.72265625,39242.484375,41831090187,24.549999237060547,25.600000381469727,24.200000762939453,-0.028513192559863954,24.6,25.01499996185303,24.92249984741211,0.6642663907468704,1.0870575744688815,39.04258517154862,-1.4202976412265649,-1.6969674547040312,-0.05902658087058821,37539.2265625,37141.91015625,997.1039811628509,23.850000381469727,0.0,0
